Mass,Radius,Surface Gravity,Surface Temp,Stellar Temp,Stellar Flux,Metallicity [Fe/H],Semi-major Axis,Eccentricity,Rotation Period,Distance,Transit Duration,ESI,Habitability
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.578193799431879
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.608864769389623
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.192289900161778
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.951379412316553
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.594950370696044
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.425614097575581
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.715739424063528
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.26914960194706
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.0214276020415294
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.307642562454974
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.866622978297302
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.024376035016817
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.179665784725648
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0928906858156142
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.613021224474458
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.276988229940023
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.155900960289531
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.376950082604333
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.496329544504111
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.761081473511287
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.651728814409878
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.681758434526708
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.942196420470802
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.567419936386248
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.952773391606934
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.376729386118173
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.581969833465134
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.0919217252219566
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.426747063141117
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.771203655998825
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.227909373088364
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.266348282708878
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.578871469143617
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.503928984904051
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.568257860574816
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.259620265310051
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.0128425714617766
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.272279999084888
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.567988513541353
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.466070925424253
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.670838759801808
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.611604171612595
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.187495344073175
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.7708956596598
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.776185753706139
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.347795687514291
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.740665398067324
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.24820303743906
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.73720709850268
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.530966539343072
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.960329745233254
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.291274915392321
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.865982135409244
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.508247862864693
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.00200896639639281
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.988974586843219
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.900319291398825
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.369604641815719
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.164882476322728
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.814297641247518
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.298653363784988
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.825538347328418
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.308262656625209
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.579491421893432
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.154635946165552
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.708377340448245
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.853422584271975
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.729585461180616
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.68782054434266
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.907743388744612
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.799157654268057
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.186080503887747
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.364049254836525
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0565990373315893
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.642770658416281
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.124058334374174
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.5668342350493
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.120523124113491
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.148408022855005
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.849961046286667
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.676346095935244
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.0902324683910275
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.959567425674134
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0710431232209052
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.501377137208824
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.438826586737765
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.126377582536586
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.696097768441311
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.569259623552835
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.829103627649866
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.538536952685729
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.555073317822519
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.251408093260831
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.310053559553263
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.00504211433776791
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.00361904744846064
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.788935058387817
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.114647878055879
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.655849346194883
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.526883988580909
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.62930179673546
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.313015442503559
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.36353692269631
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.358544666491164
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.934089131684291
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.603537893733877
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.304773304303541
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.717177196953732
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.815172373105849
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.351049227361903
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.430480390485807
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.424027078771841
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.859255576301544
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.860637461419565
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.811528997650444
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.0117143631032305
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.960658939558079
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.343090215269277
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.132647355224941
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.943800164150653
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.596772283337993
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.748268703227136
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.615050425238714
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.917534856668488
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.58698175285555
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.200383378061773
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.564945106986019
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.553558006079438
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.992820504775055
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.557042945843832
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.976717465756173
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.99118526325541
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.0399995420814233
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.497138731281848
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.0262560743046389
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.0522312186417449
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.701941500204816
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.653010064741473
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.433639935935195
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.756945479213273
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.445833256999902
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.975219087310013
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.239218735632731
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0232104582535122
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.597648532962288
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.096091878604443
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.39402559252384
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.820450879814844
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.305019844728034
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.0458938115862793
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.870816941129606
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.296863175654091
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.679378087440241
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.155119553129407
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.234596441892521
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.350986552107211
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.523125999366303
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.159344105330735
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.863837983864176
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.173524885372718
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.984121453587781
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.905829665834405
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.792850312377137
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.592573512471988
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.598860414236468
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.565799868846233
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.917205484896047
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.953007477289019
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.381037753754352
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.381803921007168
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.357624937817121
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.872904031471892
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.141171137585295
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.832832254648796
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.851920867634985
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.579575395866917
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.809689402374501
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.245893413543548
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.292194132387706
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.25957769804187
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.115793039631246
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.609363389809722
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.133530241443846
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.921130068730649
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.163841606152199
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.929189189667173
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.595736076013276
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.646126994448314
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.345176499947711
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.761657850640916
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.953609892011025
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.358889201256242
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.401738767790115
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.835258525197446
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.863376297254742
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.140656847732779
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.111859197706071
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.75605597048033
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.848101905884831
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.330004340035294
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.735236771874521
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.585118842736927
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.625799540492042
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.902175254437429
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.529825336461331
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.482239850734324
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.409180102372837
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.359110147720476
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.0210703977532707
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.0294851158057222
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.26360680517715
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.887929960117776
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.836111143970481
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.751242851764735
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.247543596039829
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.0195865841698707
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.0418050027887116
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.93094120525816
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.0538768534705888
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.970800954391045
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.294483180727896
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.541263816984813
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.475776147713506
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.696539981968046
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.92179424517887
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.640243726004102
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.144084451508359
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.783287385606967
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.0965513377287235
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.146277106588202
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.857923305861964
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.846982597231178
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.209226417454845
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.0726931804948215
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.382180274146208
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.915896946761019
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.469801410658652
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.380406042344674
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.0671657581365313
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.917061815202014
318,18.9,0.46,2500,6300,19.87,0.3,0.0229,0.049,1.1,870,1.1,0.11,0.963351294139794
365.6,13.9,0.94,1200,5040,3.53,-0.03,0.03,0.005,2.2,63,1.9,0.09,0.779305264860227
0.62,0.91,1.12,251,2559,0.66,-0.04,0.029,0.02,6.1,39.6,1.6,0.95,0.301897536208675
8.9,1.3,4.1,209,3042,0.21,0.15,1.49,0.17,185,4.2,4.1,0.68,0.288750995856246
1.45,1.17,1.23,210,3755,0.32,-0.28,0.432,0.02,129.9,492,3.9,0.88,0.493492972283887
220,15.6,0.74,1450,6065,2.39,0.02,0.047,0.006,3.5,150,3.1,0.12,0.0812390974316471
6.55,2.7,0.99,393,3026,1.34,0.19,0.014,0.05,38,48,0.95,0.77,0.592034646713183
2.38,2.4,0.91,295,5518,0.79,-0.12,0.849,0.02,289,600,7.2,0.82,0.533213614283628
4.5,1.5,2.2,303,3700,0.9,0.2,0.125,0.1,28.1,23.6,2.5,0.85,0.896010141767316
6.6,1.4,3.3,230,3131,0.46,-0.1,0.09,0.016,24.6,40,1.7,0.91,0.26250538737693
